hostname,pl_name,st_teff,st_mass,st_rad,st_lum,st_met,st_age,st_spectype,ra,dec,sy_dist,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_orbper,pl_bmasse,pl_rade,pl_dens,pl_eqt
"TIC 237913194","TIC 237913194 b",5788.00,1.026000,1.088000,0.07773,0.1400,5.7000,"G3",22.4458116,-60.7399096,306.06300000,0.1207000000,0.575000,87.00000,15.16886500000,617.22586000,12.52045300,1.847000,974.00
"Kepler-512","Kepler-512 b",5997.00,1.170000,1.300000,0.21625,0.2200,3.7200,,298.2689217,48.9167391,467.37500000,0.2139500000,0.000000,89.98000,34.43587975000,7.70000000,2.69000000,2.170000,652.00
"NGTS-13","NGTS-13 b",5819.00,1.300000,1.788000,0.51720,0.2500,4.2300,,176.2402326,-38.1397158,647.59500000,0.0549000000,0.086000,88.70000,4.11902700000,1538.29720000,12.80067800,4.020000,1605.00
"HD 72490","HD 72490 b",4934.00,1.210000,4.960000,1.09107,-0.1300,,"G5",128.4028287,13.5507189,126.33900000,1.8800000000,0.124000,,858.00000000000,561.92344000,13.50000000,1.260000,
"Kepler-1468","Kepler-1468 d",5794.00,1.072000,1.496000,0.53118,0.1400,3.5500,,293.5198289,41.2773671,1899.24000000,0.1456000000,0.000000,88.43000,19.59059906000,11.10000000,3.33187146,1.650000,819.00
"HD 75898","HD 75898 b",6122.00,1.295000,1.550000,0.46000,0.2900,3.2000,"F8 V",133.4611999,33.0566885,78.05050000,1.2025000000,0.105000,,422.82000000000,810.46243785,13.20000000,1.940000,
"Kepler-1459","Kepler-1459 b",4828.00,0.780000,0.740000,-0.52327,0.0100,3.8900,,282.4229401,46.0139761,455.47900000,0.2829000000,0.000000,87.89000,62.86916110000,2.42000000,1.36000000,5.290000,349.00
"Kepler-1769","Kepler-1769 b",6071.00,1.061000,1.295000,0.21523,-0.0600,1.0200,,294.7433755,43.4611633,438.41200000,0.4059800000,0.000000,89.99000,89.19349670000,18.20000000,4.46500000,1.120000,483.00
"Kepler-1987","Kepler-1987 e",4769.00,0.799000,0.714000,-0.61631,0.1200,,,295.8254663,42.9433716,595.68300000,0.0765000000,0.000000,89.95000,8.74292005000,4.35000000,1.92000000,3.380000,643.00
"KOI-351","KOI-351 f",6080.00,1.200000,1.200000,0.26853,-0.1200,0.5300,,284.4334642,49.3051239,848.25400000,0.4800000000,0.000000,89.77000,124.91440000000,8.65000000,2.88000000,1.990000,407.00
"Kepler-1615","Kepler-1615 b",5865.00,1.040000,1.050000,0.38923,0.0600,3.8900,,286.3592066,42.2273971,1393.83000000,0.2788000000,0.000000,84.51000,47.31261920000,4.90000000,2.06000000,3.080000,658.00
"TOI-763","TOI-763 c",5450.00,0.917000,0.897000,-0.15377,0.0100,,"G",194.4680980,-39.7580613,95.12740000,0.1011000000,0.040000,,12.27370000000,9.32000000,2.63000000,2.820000,800.00
"HATS-71","HATS-71 b",3405.00,0.486100,0.478300,-1.55988,0.1700,3.2000,"M3 V",15.5518893,-61.7561333,140.22500000,0.0374500000,0.000000,88.82000,3.79552020000,117.59710000,11.47801600,0.420000,586.80
"TOI-824","TOI-824 b",4600.00,0.710000,0.695000,-0.70997,-0.0920,7.5000,"K4 V",222.1654705,-57.5888666,63.92620000,0.0217700000,,83.65000,1.39297800000,18.46700000,2.92600000,4.030000,1253.00
"Kepler-880","Kepler-880 b",6761.00,1.460000,1.740000,0.66603,0.0300,1.6600,,281.9712347,43.6727839,601.32400000,0.0915000000,0.000000,81.59000,7.71468975000,7.56000000,2.66000000,2.210000,1622.00
"Kepler-351","Kepler-351 d",5225.00,0.810000,0.780000,-0.38644,-0.1600,4.9000,,286.4527949,42.6577891,1083.91000000,0.5177000000,0.000000,89.99000,142.54424700000,7.85000000,2.72000000,2.140000,318.00
"Kepler-324","Kepler-324 b",5194.00,0.901000,0.840000,-0.30825,0.1800,3.3900,,286.4714473,49.6490933,501.57400000,0.0500000000,0.000000,88.50000,4.38531500000,2414.40000000,1.14000000,3.000000,935.00
"GJ 251","GJ 251 b",3342.00,0.350000,0.360000,-1.80967,0.0700,6.8000,"M3.0 V",103.7002499,33.2664632,5.58057000,0.0808000000,0.000000,,14.23700000000,3.85000000,1.79000000,3.690000,336.00
"Kepler-1931","Kepler-1931 b",6167.00,1.174000,1.221000,0.47410,0.1200,4.5700,,290.8723061,43.3330104,620.09100000,0.2332900000,0.000000,89.94000,38.57609940000,7.53000000,2.65323514,2.220000,619.00
"HAT-P-62","HAT-P-62 b",5629.00,1.023000,1.170000,0.09061,0.4140,8.1000,,74.5043816,48.3008551,348.81500000,0.0377200000,0.101000,87.93000,2.64532350000,241.86741773,12.02723629,0.770000,1512.00
"HAT-P-63","HAT-P-63 b",5400.00,0.925000,0.966100,-0.14630,0.2510,9.0000,,269.5720695,5.7613709,403.45800000,0.0429400000,0.069000,88.45000,3.37772800000,195.14664190,12.54284940,0.540000,1237.00
"Kepler-570","Kepler-570 b",5496.00,0.930000,0.900000,-0.29611,0.0600,5.0100,,290.4376111,48.7918597,568.14800000,0.0497000000,0.000000,87.69000,4.30166200300,6.57000000,2.45000000,2.450000,1009.00
"Kepler-1396","Kepler-1396 b",6195.00,1.180000,1.270000,0.20377,0.0400,2.7500,,294.3363936,44.9182296,1066.46000000,0.1406000000,0.000000,89.74000,18.22064210000,4.94000000,2.07000000,3.060000,786.00
"Kepler-1165","Kepler-1165 c",6249.00,1.130000,1.076000,0.55152,-0.0400,0.3000,,286.9712284,44.7082669,1575.20000000,0.1969000000,0.000000,89.52000,29.96870041000,11.20000000,3.36093385,1.620000,644.00
"Kepler-640","Kepler-640 b",5653.00,1.010000,0.940000,-0.02367,0.1500,2.0900,,296.0322000,42.1317392,557.78700000,0.1541800000,0.000000,87.79000,22.24813967000,7.08000000,2.56000000,2.320000,609.00
"Kepler-893","Kepler-893 b",5820.00,1.000000,0.990000,0.05966,-0.0300,3.8000,,284.9630591,43.9130282,1285.59000000,0.0699000000,0.000000,82.42000,6.33855761000,9.43000000,3.03000000,1.860000,1034.00
"K2-138","K2-138 d",5356.30,0.935000,0.863000,-0.28654,0.1400,2.8000,"G8 V",348.9490311,-10.8497391,202.58500000,0.0589300000,0.043000,89.00000,5.40479000000,7.92000000,2.39000000,3.100000,888.00
"HD 103949","HD 103949 b",4792.00,0.770000,0.753113,-0.56946,-0.0700,,"K3 V",179.5479558,-23.9241221,26.49970000,0.4390000000,0.190000,,120.87800000000,11.20000000,3.35000000,1.640000,
"Kepler-1487","Kepler-1487 c",5745.00,1.801000,3.955000,0.55664,0.4000,1.9500,,295.4980737,38.6444499,1014.62000000,0.2588000000,0.000000,89.93000,35.80071120000,48.70000000,7.97000000,0.529000,991.00
"Kepler-722","Kepler-722 c",5863.00,1.030000,1.050000,-0.03923,0.0200,4.3700,,290.2632874,44.5564051,1239.50000000,0.4471000000,0.000000,88.39000,105.14474900000,8.35000000,2.82000000,2.050000,401.00
"K2-138","K2-138 e",5356.30,0.935000,0.863000,-0.28654,0.1400,2.8000,"G8 V",348.9490311,-10.8497391,202.58500000,0.0782000000,0.077000,88.60000,8.26146000000,12.97000000,3.39000000,1.800000,757.00
"K2-138","K2-138 f",5356.30,0.935000,0.863000,-0.28654,0.1400,2.8000,"G8 V",348.9490311,-10.8497391,202.58500000,0.1044700000,0.062000,88.80000,12.75758000000,1.63000000,2.90400000,0.400000,653.00
"Kepler-170","Kepler-170 b",5679.00,1.066000,1.035000,-0.05453,0.3900,1.5800,,284.5211975,41.6296562,738.65700000,0.0800000000,0.000000,87.79000,7.93059200000,82.60000000,3.20000000,13.900000,899.00
"Kepler-1542","Kepler-1542 e",5564.00,0.940000,0.990000,0.07026,0.0600,8.5100,,285.7284757,42.6544651,399.11400000,0.0564900000,0.000000,89.68000,5.10115756000,0.36300000,0.76000000,4.540000,1065.00
"Kepler-789","Kepler-789 b",5870.00,1.010000,1.020000,0.49628,-0.0600,3.7200,,295.9751549,38.9466396,1480.16000000,0.0951000000,0.000000,89.77000,8.63847725000,5.14000000,2.12000000,2.960000,1419.00
"Kepler-328","Kepler-328 c",6064.00,1.150000,1.060000,0.44013,0.0800,2.5700,,295.8092756,40.0084866,2213.19000000,0.3540000000,0.000000,89.97000,71.31200000000,39.40000000,5.40000000,0.600000,475.00
"K2-32","K2-32 d",5271.00,0.830000,0.860000,-0.29607,-0.0600,7.9000,"G9 V",252.4260080,-19.5430504,157.68200000,0.1842200000,0.050000,89.40000,31.71701000000,6.70000000,3.48400000,0.870000,550.00
"K2-32","K2-32 b",5271.00,0.830000,0.860000,-0.29607,-0.0600,7.9000,"G9 V",252.4260080,-19.5430504,157.68200000,0.0795000000,0.030000,89.00000,8.99200000000,15.00000000,5.29900000,0.550000,837.00
"Kepler-299","Kepler-299 b",5617.00,1.004000,1.032000,-0.04352,0.1200,3.2400,,283.2070156,48.5805222,1052.24000000,0.0400000000,0.000000,89.72000,2.92712800000,2.30000000,1.32000000,5.500000,1258.00
"K2-154","K2-154 c",4097.00,0.650000,0.630000,-1.01773,0.2100,,"M0.0 V",189.0015173,-2.6696217,129.35600000,0.0677000000,,,7.95486000000,4.94000000,2.07000000,3.060000,552.00
"K2-32","K2-32 c",5271.00,0.830000,0.860000,-0.29607,-0.0600,7.9000,"G9 V",252.4260080,-19.5430504,157.68200000,0.1384300000,0.049000,89.40000,20.66093000000,8.10000000,3.13400000,1.430000,634.00
"Kepler-1821","Kepler-1821 b",5475.00,0.946000,0.884000,-0.12374,0.1400,0.4000,,294.5254573,49.8724840,799.69900000,0.1244000000,0.000000,89.90000,16.45809937000,7.24000000,2.59248115,2.280000,644.00
"K2-348","K2-348 b",5077.00,0.830000,0.850000,-0.38844,0.1300,,,130.8783479,24.4229559,201.85600000,,,,4.68841800000,10.70000000,3.26000000,1.700000,908.00
"HD 164922","HD 164922 b",5390.00,0.926000,0.946000,-0.14874,0.1800,9.5800,"G9 V",270.6304652,26.3104077,22.00160000,2.1600000000,0.080000,,1207.00000000000,116.00000000,13.30000000,0.271000,159.40
"K2-100","K2-100 b",5945.00,1.150000,1.240000,0.24969,0.2200,0.7500,"G0 V",129.6010863,20.1060074,188.95900000,0.0301000000,0.000000,81.27000,1.67390350000,21.80000000,3.88000000,2.040000,1841.00
"HIP 71135","HIP 71135 b",4146.00,0.660000,0.681296,-0.90800,,,"M1",218.2158073,-52.6464757,32.33110000,0.3350000000,0.210000,,87.19000000000,18.80000000,4.55000000,1.100000,
"Kepler-55","Kepler-55 f",4503.00,0.631000,0.619000,-0.76324,-0.0100,2.3400,,285.1683291,44.0264898,578.79600000,0.0810000000,0.000000,88.27000,10.19854500000,3.15000000,1.59000000,4.310000,559.00
"Kepler-1073","Kepler-1073 d",5509.00,0.924000,1.116000,-0.01023,0.1600,3.7200,,294.1527259,38.2330886,809.89700000,0.0352000000,0.000000,89.08000,2.50476002700,2.82000000,1.48770949,4.710000,1369.00
"Kepler-804","Kepler-804 c",5817.00,1.010000,1.050000,0.04956,0.0000,5.2500,,293.3722109,44.7851812,649.65000000,0.0865400000,0.000000,89.59000,9.65185017000,1.55000000,1.14000000,5.750000,890.00
"Kepler-135","Kepler-135 c",6090.00,1.047000,1.275000,0.44809,-0.1050,2.6200,,290.4950939,38.7954956,621.85500000,0.1030000000,0.000000,85.42000,11.44870800000,1.65000000,1.16000000,5.810000,975.00
"K2-138","K2-138 g",5356.30,0.935000,0.863000,-0.28654,0.1400,2.8000,"G8 V",348.9490311,-10.8497391,202.58500000,0.2310900000,0.059000,89.40000,41.96797000000,4.32000000,3.01300000,0.900000,445.00
"TOI-1231","TOI-1231 b",3553.00,0.485000,0.476000,-1.48678,0.0410,,"M3 V",156.7472600,-52.4678724,27.62270000,0.1288000000,0.087000,89.73000,24.24558600000,15.40000000,3.65000000,1.740000,329.60
"Kepler-959","Kepler-959 b",7005.00,1.600000,2.010000,0.73752,0.0200,1.3500,,292.1711850,40.8113849,807.72900000,0.1633000000,0.000000,88.88000,14.80074836000,17.60000000,4.38000000,1.150000,1912.00
"TOI-1062","TOI-1062 b",5328.00,0.940000,0.840000,-0.27446,0.1400,2.5000,"G9 V",38.1209678,-78.0236828,82.17330000,0.0520000000,0.177000,85.91300,4.11296000000,10.15000000,2.26500000,4.850000,1077.00
"Kepler-1304","Kepler-1304 b",5259.00,0.850000,0.810000,0.63938,-0.0500,4.6800,,285.2763652,39.4468274,2176.08000000,0.1202000000,0.000000,81.65000,16.12888530000,5.86000000,2.29000000,2.680000,715.00
"PH2","PH2 b",5734.00,0.966000,0.949000,-0.05849,0.0170,4.1000,"G3",289.7636212,51.9626830,343.86300000,0.8330000000,0.215000,89.89800,282.52542000000,87.08498352,9.33708092,0.580000,295.10
"Kepler-1043","Kepler-1043 b",5629.00,0.920000,0.900000,-0.07309,-0.1100,4.4700,,281.6629579,47.5685927,903.33200000,0.2159000000,0.000000,89.04000,38.50533980000,7.04000000,2.55000000,2.330000,532.00
"Kepler-156","Kepler-156 c",5094.00,0.864000,0.807000,-0.43985,0.2535,3.3900,,290.2964214,37.7494271,443.48300000,0.1170000000,0.000000,89.97000,15.90680100000,7.04000000,2.55000000,2.330000,588.00
"TOI-257","TOI-257 b",6095.00,1.407000,1.867000,0.63649,0.1750,,,47.5172608,-50.8322632,76.90280000,0.1528000000,0.000000,87.91000,18.38818000000,43.86032017,7.16253867,0.650000,1027.00
"Kepler-168","Kepler-168 b",6282.00,1.113000,1.107000,0.36071,0.0900,2.2900,,294.7101832,39.8250437,1343.60000000,0.0560000000,0.000000,88.95000,4.42539100000,2.73000000,1.46000000,4.820000,1240.00
"TOI-532","TOI-532 b",3927.00,0.639000,0.612000,-1.09528,0.3380,7.1000,,85.0800537,11.5626373,135.04700000,0.0296000000,0.000000,88.08000,2.32665080000,61.50000000,5.82000000,1.720000,867.00
"K2-344","K2-344 b",4374.00,0.510000,0.490000,-1.22508,-0.9500,,,136.3614923,21.6685886,75.16910000,,,,3.35585000000,3.15000000,1.59000000,4.310000,722.00
"Kepler-1708","Kepler-1708 b",6157.00,1.088000,1.117000,0.18200,0.0000,3.1600,,296.8241065,43.6248197,1666.69000000,1.6400000000,0.400000,,737.11310000000,1462.01067220,9.96000000,,
"TOI-1749","TOI-1749 d",3985.00,0.580000,0.550000,-1.15649,-0.2600,0.8000,"M0 V",282.7372281,64.4194660,99.55610000,0.0707000000,0.062000,88.53000,9.04970000000,15.00000000,2.52000000,,533.00
"TOI-674","TOI-674 b",3514.00,0.420000,0.420000,-1.61439,0.1700,,"M2 V",164.5865592,-36.8581092,46.08510000,0.0250000000,0.000000,87.21000,1.97714300000,23.60000000,5.25000000,0.910000,635.00
"Kepler-1310","Kepler-1310 b",5549.00,0.910000,0.880000,-0.19177,-0.0700,4.1700,,283.9200236,40.7400419,569.18500000,0.0145200000,0.000000,87.19000,0.67933627200,2.67000000,1.44000000,4.910000,1883.00
"TOI-1062","TOI-1062 c",5328.00,0.940000,0.840000,-0.27446,0.1400,2.5000,"G9 V",38.1209678,-78.0236828,82.17330000,0.0800000000,0.140000,,7.97200000000,9.78000000,3.10000000,1.800000,859.00
"HD 5278","HD 5278 b",6203.00,1.126000,1.194000,0.28035,-0.1200,3.0000,"F V",12.5467785,-83.7437671,57.58460000,0.1202000000,0.080000,89.27000,14.33915600000,7.80000000,2.45000000,2.900000,943.00
"HD 154857","HD 154857 b",5589.00,1.960000,2.300000,0.66269,-0.2200,5.6400,"G5 V",257.8161940,-56.6810380,63.44820000,1.2900000000,0.460000,,408.60001000000,778.68350000,13.30000000,1.820000,
"Kepler-1404","Kepler-1404 b",5261.00,0.840000,0.800000,-0.37049,-0.0900,4.5700,,296.0094827,50.4983929,962.18300000,0.1143000000,0.000000,89.16000,15.93147390000,4.70000000,2.01000000,3.180000,596.00
"K2-99","K2-99 c",6069.00,1.440000,2.550000,0.89927,0.2000,3.7000,"G0 IV",208.7737624,-5.4424943,519.22900000,1.4300000000,0.210000,,522.20000000000,2669.75861880,12.60000000,7.330000,390.00
"TOI-269","TOI-269 b",3514.00,0.391700,0.398000,-1.64675,-0.2900,,"M2 V",75.8462827,-54.1777213,57.02250000,0.0345000000,0.425000,88.14000,3.69771040000,8.80000000,2.77000000,2.280000,531.00
"Kepler-902","Kepler-902 b",5647.00,0.950000,0.930000,0.10835,0.0000,4.3700,,289.7317067,46.9538750,1165.34000000,0.2230000000,0.000000,89.98000,40.10995470000,6.99000000,2.54000000,2.340000,556.00
"Kepler-894","Kepler-894 b",5603.00,0.870000,0.850000,-0.12306,-0.2500,4.2700,,288.7340513,46.9393630,1162.91000000,0.0916000000,0.000000,87.12000,9.80322400000,8.15000000,2.78000000,2.080000,896.00
"TOI-628","TOI-628 b",6250.00,1.311000,1.345000,0.39445,0.2580,1.2800,,99.2630608,1.7675497,178.68000000,0.0486000000,0.072000,88.41000,3.40956750000,2011.86390000,11.88154000,6.580000,1586.00
"HD 64121","HD 64121 b",5078.00,1.640000,5.440000,1.24797,-0.2100,,"G8/K0 III",117.3651424,-54.8126136,129.96600000,1.5100000000,0.110000,,623.00000000000,813.64072192,13.20000000,1.940000,
"HAT-P-58","HAT-P-58 b",6078.00,1.031000,1.530000,0.45637,-0.2240,7.1100,,68.8465093,56.8682691,515.59000000,0.0499400000,0.073000,85.64000,4.01383790000,118.23216740,14.93036229,0.194000,1622.00
"HAT-P-59","HAT-P-59 b",5678.00,1.008000,1.103800,0.05385,0.2170,7.3000,,292.4588212,62.5291892,265.47100000,0.0506400000,0.030000,85.18000,4.14197710000,489.45574678,12.58768533,1.347000,1277.80
"Kepler-213","Kepler-213 c",5696.00,1.070000,1.195000,0.08200,0.1500,1.6200,,290.8241931,44.6472832,634.93900000,0.0570000000,0.000000,87.56000,4.82296200000,6.08000000,2.34000000,2.610000,1060.00
"Kepler-1561","Kepler-1561 b",5957.00,1.070000,1.110000,-0.02044,0.0400,3.3900,,296.9235822,43.5664628,839.07600000,0.0194000000,0.000000,88.34000,1.00520700700,1.32000000,1.09000000,5.600000,1682.00
"Kepler-1338","Kepler-1338 b",5909.00,1.040000,1.050000,0.24719,0.0000,3.8000,,284.0422701,41.6990348,753.26000000,0.0193700000,0.000000,86.81000,0.93511805700,0.72100000,0.92000000,5.090000,2124.00
"Kepler-53","Kepler-53 d",6085.00,0.966000,0.958000,0.03558,0.0000,0.3000,,290.4617926,40.5624966,1366.07000000,0.0910000000,0.000000,80.97000,9.75196200000,37.19070000,2.12000000,1.400000,870.00
"TOI-2202","TOI-2202 c",5144.00,0.823000,0.794000,-0.40121,0.0400,7.4800,"K8 V",51.2284214,-73.9575458,235.93300000,0.1554400000,0.062200,84.70000,24.67440000000,117.27868218,13.40000000,0.268000,
"K2-333","K2-333 b",5880.00,1.060000,1.220000,0.16523,0.0700,,,136.7892752,15.2056765,343.99000000,,,89.35000,14.75928700000,31.60000000,6.18000000,0.736000,826.00
"Kepler-542","Kepler-542 b",5526.00,0.930000,0.900000,-0.12185,0.0200,4.5700,,292.2149697,38.5485469,436.01600000,0.1070300000,0.000000,88.51000,13.14497566000,3.09000000,1.57000000,4.390000,698.00
"Kepler-394","Kepler-394 c",6402.00,0.870000,1.132000,0.05347,-0.3000,0.2500,,296.3019792,50.6723115,1058.72000000,0.1100000000,0.000000,89.80000,12.13068600000,3.39000000,1.66000000,4.070000,901.00
"HD 213240","HD 213240 b",5979.00,1.570000,1.510000,0.42935,0.1500,4.6000,"G0/1 V",337.7506266,-49.4341037,40.87070000,1.8900000000,0.420000,63.00000,882.70001000000,1655.88600047,12.80000000,4.340000,
"Kepler-1640","Kepler-1640 b",6324.00,1.270000,1.430000,0.47000,0.1000,2.4000,,294.5577857,40.8504949,1859.78000000,0.0836000000,0.000000,85.04000,7.58441260000,20.70000000,4.82000000,1.020000,1228.00
"Kepler-1423","Kepler-1423 b",4939.00,0.790000,0.750000,-0.52000,-0.0200,4.6800,,288.2437481,41.1100655,449.00000000,0.1586000000,0.000000,89.12000,23.95537800000,1.20000000,1.06000000,5.540000,741.00
"55 Cnc B","55 Cnc B b",3286.00,0.260000,0.274000,-2.10811,0.1600,10.0000,"M4.5 V",133.1679080,28.3152863,12.47730000,0.0440000000,0.000000,,6.79940000000,3.50000000,1.69000000,3.980000,
"GJ 4274","GJ 4274 c",3228.00,0.180000,0.190000,-2.46218,-0.1900,0.1200,"M4.5 V",335.7805478,-17.6104078,7.23556000,0.1860000000,,,69.57000000000,8.39000000,2.83000000,2.030000,
"55 Cnc","55 Cnc c",5198.00,1.015000,0.980000,-0.19695,0.3900,10.0000,"G8 V",133.1468373,28.3298154,12.58550000,0.2470000000,0.088000,89.73000,44.39360000000,54.47380000,8.51000000,0.486000,
"61 Vir","61 Vir c",5577.00,0.942000,0.963000,-0.09500,-0.0100,8.9600,"G5 V",199.5964550,-18.3157745,8.50332000,0.2175000000,0.140000,,38.02100000000,18.20000000,4.46000000,1.130000,
"HAT-P-43","HAT-P-43 b",5693.00,1.030000,1.080000,0.05986,0.2000,5.7000,"F9",128.9256885,10.2065866,528.82500000,0.0444000000,0.000000,88.70000,3.33264140000,210.39500000,13.63000000,0.390000,1353.00
"Kepler-1894","Kepler-1894 c",5772.00,0.999000,0.901000,-0.26976,0.0000,0.5000,,295.5864604,49.6668523,935.19100000,0.0576000000,0.000000,87.71000,5.05368985000,1.92000000,1.21000000,5.960000,1007.00
"Kepler-1512","Kepler-1512 b",4372.00,0.730000,0.670000,-1.69500,0.2000,1.7800,,289.2744976,44.4704056,162.00000000,0.1369300000,0.000000,89.45000,20.35972599000,1.76000000,1.18000000,5.890000,322.00
"Kepler-825","Kepler-825 b",5976.00,1.030000,1.080000,0.11956,-0.0800,3.5500,,294.7698250,39.3984081,807.85000000,0.0453000000,0.000000,90.00000,3.77360059000,2.96000000,1.53000000,4.540000,1270.00
"Kepler-245","Kepler-245 c",5100.00,0.856000,0.795000,-0.39579,0.1200,3.6300,,291.6389972,42.4363482,861.52700000,0.1240000000,0.000000,89.31000,17.46081200000,26.70000000,2.18000000,9.400000,568.00
"Kepler-1233","Kepler-1233 b",6198.00,1.160000,1.250000,0.22091,0.0200,2.8800,,297.3750954,46.6622201,1178.70000000,0.2630000000,0.000000,89.39000,45.12630420000,7.27000000,2.60000000,2.270000,604.00
"K2-331","K2-331 b",5994.00,1.100000,1.060000,0.05943,0.0800,,,132.7376431,13.1702690,211.43000000,,,,9.39897700000,3.86000000,1.79000000,3.700000,909.00
"Kepler-1398","Kepler-1398 b",6126.00,1.130000,1.180000,0.31211,0.0100,3.0900,,294.8661073,48.6389923,852.20400000,0.0390900000,0.000000,89.47000,2.78815679000,0.66600000,0.90000000,5.020000,1510.00
"TOI-2184","TOI-2184 b",5966.00,1.530000,2.900000,0.98154,0.1400,2.3000,,100.8331246,-66.9476563,788.31700000,,0.080000,,6.90683000000,206.58846455,11.39953337,0.760000,1676.05
"K2-19","K2-19 d",5322.00,0.880000,0.820000,-0.29196,0.0600,8.0000,"G9 V",174.9602543,0.6035960,289.82700000,0.0344000000,0.000000,90.80000,2.50810000000,10.00000000,1.11000000,40.000000,1142.00
"USco1621 A","USco1621 b",3460.00,0.360000,0.710071,-1.02000,,0.0075,"M2.5 V",245.3730855,-25.4954265,137.90100000,2880.0000000000,,,,5085.28000000,12.20000000,15.400000,2270.00
"Kepler-607","Kepler-607 b",5196.00,0.840000,0.800000,-0.38192,-0.0200,4.9000,,291.0571451,44.6323060,519.12200000,0.0137000000,0.000000,88.69000,0.63816320400,0.59000000,0.87000000,4.920000,1874.00
"Kepler-1981","Kepler-1981 b",5874.00,1.519000,3.006000,0.24356,0.1200,,,287.9754691,38.7402988,659.39500000,1.3292000000,0.000000,89.78000,453.54212000000,62.50000000,9.23000000,0.437000,390.00
"Kepler-1784","Kepler-1784 b",5442.00,0.887000,0.974000,-0.12103,0.1000,13.8000,,297.9541684,44.6674491,883.04500000,0.1072000000,0.000000,89.51000,13.59049988000,8.24000000,2.79936489,2.060000,724.00
"TRAPPIST-1","TRAPPIST-1 f",2566.00,0.089800,0.119200,-3.25727,0.0520,7.6000,"M8.0 V",346.6263919,-5.0434618,12.42988881,0.0384900000,0.010070,89.74000,9.20754000000,1.03900000,1.04500000,5.022904,217.70
"TRAPPIST-1","TRAPPIST-1 e",2566.00,0.089800,0.119200,-3.25727,0.0520,7.6000,"M8.0 V",346.6263919,-5.0434618,12.42988881,0.0292500000,0.005100,89.79300,6.10101300000,0.69200000,0.92000000,4.901605,249.70
"TRAPPIST-1","TRAPPIST-1 g",2566.00,0.089800,0.119200,-3.25727,0.0520,7.6000,"M8.0 V",346.6263919,-5.0434618,12.42988881,0.0468300000,0.002080,89.74200,12.35244600000,1.32100000,1.12900000,5.055986,197.30
"Kepler-1019","Kepler-1019 b",4433.00,0.700000,0.670000,-0.80636,0.0100,3.5500,,283.7175909,47.2043818,194.18200000,0.0221000000,0.000000,78.73000,1.41122984700,2.73000000,1.46000000,4.820000,1164.00
"Kepler-1894","Kepler-1894 b",5772.00,0.999000,0.901000,-0.26976,0.0000,0.5000,,295.5864604,49.6668523,935.19100000,0.0385000000,0.000000,87.48000,2.76266002700,1.87000000,1.20117759,5.930000,1231.00
"TOI-2257","TOI-2257 b",3430.00,0.328000,0.313000,-1.86713,-0.2700,,"M3",194.7396141,77.6617157,57.79110000,0.1450000000,0.496000,89.78600,35.18934600000,5.45000000,2.19400000,2.840000,256.00
"Kepler-97","Kepler-97 b",5779.00,0.940000,0.980000,-0.02505,-0.2000,8.4200,,287.3265292,48.6733443,400.90700000,0.0356300000,0.000000,87.61000,2.58664000000,3.51000000,1.48000000,5.440000,1328.00
"Kepler-1230","Kepler-1230 b",5961.00,1.060000,1.080000,0.09626,0.0100,3.4700,,283.2645129,41.7114526,1364.22000000,0.0921000000,0.000000,83.62000,9.95661537000,7.80000000,2.71000000,2.150000,946.00
"Kepler-300","Kepler-300 b",5986.00,1.070000,0.900000,0.33994,0.0400,3.6300,,295.2886934,48.5997243,1098.45000000,0.0940000000,0.000000,84.30000,10.44634700000,3.43000000,1.67000000,4.050000,812.00
"LTT 1445 A","LTT 1445 A c",3340.00,0.257000,0.265000,-2.04591,-0.3400,,"M3.0",45.4624781,-16.5944956,6.86929000,0.0266100000,0.223000,87.43000,3.12390350000,1.54000000,1.14700000,5.570000,508.00
"K2-75","K2-75 c",5995.00,1.160000,1.560000,0.34943,0.3000,,,338.8448960,-7.4698950,561.93000000,0.1429000000,,88.79606,18.31100000000,8.10000000,2.77000000,2.090000,
"K2-337","K2-337 b",5869.00,0.940000,1.320000,0.24964,-0.2700,,,127.7611370,16.9004702,421.63600000,,,88.13758,16.27356300000,7.37000000,2.62000000,2.250000,850.00
"K2-275","K2-275 b",4841.00,0.770000,0.690000,-0.59332,-0.0600,,,132.1698795,20.4550162,123.43800000,0.0277000000,,88.01910,3.28096260000,6.08000000,2.34000000,2.610000,1166.00
"HD 47186","HD 47186 b",5657.00,0.960000,1.080000,0.04298,0.2400,6.5000,"G6 V",99.0367212,-27.6234285,37.45740000,0.0500000000,0.040000,,4.08450000000,22.24810000,5.02000000,0.966000,
"Kepler-1024","Kepler-1024 b",5143.00,0.810000,0.780000,-0.34993,-0.1000,5.2500,,291.9510277,38.2516419,1087.40000000,0.3033000000,0.000000,89.70000,66.41621330000,14.50000000,3.91000000,1.330000,376.00
"Kepler-1559","Kepler-1559 b",5316.00,0.860000,0.820000,-0.27638,-0.0400,4.2700,,292.2866565,42.0725948,614.82700000,0.0183500000,0.000000,81.16000,0.97191542800,0.29900000,0.72000000,4.400000,1609.00
"Kepler-1725","Kepler-1725 b",6020.00,1.049000,1.085000,0.19852,0.0000,0.8900,,294.3735518,40.1946345,558.65200000,0.1326300000,0.000000,89.30000,16.71990013000,8.31000000,2.81251770,2.050000,767.00
