hostname,pl_name,st_teff,st_mass,st_rad,st_lum,st_met,st_age,st_spectype,ra,dec,sy_dist,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_orbper,pl_bmasse,pl_rade,pl_dens,pl_eqt
"Kepler-1167","Kepler-1167 b",4971.00,0.790000,0.750000,-0.53589,-0.0500,4.2700,,298.3026595,47.6939654,820.90500000,0.0175000000,0.000000,89.76000,1.00393373900,3.57000000,1.71000000,3.920000,1419.00
"Kepler-1740","Kepler-1740 b",5705.00,0.943000,0.905000,-0.07942,-0.0600,,,293.8736630,38.9224548,1061.77000000,0.0779000000,0.000000,82.80000,8.17240047500,11.00000000,3.32321414,1.650000,858.00
"Kepler-1581","Kepler-1581 b",6022.00,1.120000,1.230000,0.39085,0.0700,4.1700,,287.3713199,39.6036225,493.17500000,0.0686500000,0.000000,89.49000,6.28385491000,0.43700000,0.80000000,4.690000,1108.00
"Kepler-644","Kepler-644 b",6747.00,1.490000,1.810000,0.71041,0.0800,1.6200,,295.4757022,43.4931119,1318.05000000,0.0464100000,0.000000,78.65000,3.17391710300,10.10000000,3.15000000,1.780000,1655.00
"Kepler-1752","Kepler-1752 b",5446.00,0.824000,0.821000,-0.39819,-0.2000,7.2000,,290.8541401,51.2227435,962.88800000,0.2698000000,0.000000,88.46000,56.35850143000,18.70000000,4.54060463,1.100000,419.00
"Kepler-280","Kepler-280 c",5744.00,0.962000,0.886000,-0.06437,0.1213,5.6200,,291.3905325,42.1804735,780.36100000,0.0560000000,0.000000,86.65000,4.80709100000,4.70000000,2.01000000,3.180000,1088.00
"Kepler-1208","Kepler-1208 b",5001.00,0.800000,0.760000,-0.55349,-0.0300,4.4700,,291.8812445,44.5557587,825.17600000,0.0901000000,0.000000,88.44000,11.08507637000,5.99000000,2.32000000,2.640000,665.00
"Kepler-263","Kepler-263 c",5265.00,0.793000,0.785000,-0.45614,-0.0314,2.2400,,292.4698022,37.5677941,754.74700000,0.2420000000,0.000000,89.80000,47.33277300000,6.66000000,2.47000000,2.430000,386.00
"Kepler-1101","Kepler-1101 b",5614.00,0.940000,0.910000,-0.35135,-0.0400,4.2700,,294.5693544,45.6711623,742.47300000,0.3483000000,0.000000,89.99000,81.31510590000,6.66000000,2.47000000,2.430000,393.00
"HD 168746","HD 168746 b",5570.00,1.070000,1.090000,0.04139,-0.0800,8.0000,"G5",275.4573269,-11.9229757,41.56810000,0.0700000000,0.110000,,6.40400000000,85.81410000,11.10000000,0.345000,900.00
"K2-19","K2-19 b",5322.00,0.880000,0.820000,-0.29196,0.0600,8.0000,"G9 V",174.9602543,0.6035960,289.82700000,0.0740000000,0.200000,91.50000,7.92220000000,32.40000000,7.00000000,0.520000,779.00
"Kepler-560","Kepler-560 b",3556.00,0.340000,0.330000,-1.71700,-0.3900,4.0700,,300.2066441,45.0182402,109.30800000,0.0899000000,0.170000,89.60600,18.47764449000,3.61000000,1.72000000,3.900000,298.00
"Kepler-150","Kepler-150 d",5560.00,0.956000,0.939000,-0.16141,0.1200,1.7400,,288.2341025,40.5208970,891.09200000,0.1040000000,0.000000,89.95000,12.56093000000,8.20000000,2.79000000,2.070000,734.00
"Kepler-498","Kepler-498 b",5744.00,0.980000,0.960000,0.17242,-0.0400,3.8900,,290.3581592,44.5187225,938.84400000,0.0897000000,0.000000,87.37000,9.61375356000,9.43000000,3.03000000,1.860000,931.00
"Kepler-817","Kepler-817 b",5861.00,1.030000,1.030000,0.08609,0.0200,3.5500,,296.0818498,39.1616140,1484.46000000,0.0493000000,0.000000,87.09000,3.99010622900,60.20000000,9.03000000,0.449000,1124.00
"Kepler-937","Kepler-937 b",6095.00,1.150000,1.220000,0.28097,0.0800,3.2400,,294.1688142,46.7146161,1571.46000000,0.3214000000,0.000000,89.61000,67.66882700000,13.40000000,3.72000000,1.430000,495.00
"K2-10","K2-10 b",5533.00,0.880000,0.956000,-0.10088,-0.0700,,"F9",172.1216476,1.6906217,272.36000000,0.1370000000,0.310000,89.50414,19.30553000000,25.20000000,3.77300000,2.360000,649.00
"Kepler-571","Kepler-571 b",5527.00,0.930000,0.900000,-0.22253,0.0100,4.6800,,286.5510448,49.4187310,723.87500000,0.0546000000,0.000000,86.64000,4.79859938800,7.46000000,2.64000000,2.230000,978.00
"Kepler-1458","Kepler-1458 b",5653.00,0.960000,0.940000,-0.24032,0.0200,4.1700,,283.2115971,41.0380135,544.45000000,0.2486900000,0.000000,88.67000,47.98727640000,8.05000000,2.76000000,2.100000,493.00
"K2-335","K2-335 b",6222.00,1.230000,1.330000,0.39509,0.1000,,,129.3896679,16.5220648,557.99300000,,,88.50662,12.28321100000,5.52000000,2.21000000,2.810000,949.00
"Kepler-1600","Kepler-1600 c",5119.00,0.818000,0.834000,-0.33945,0.1000,6.9200,,291.3993802,38.7877563,1030.81000000,0.0696100000,0.000000,88.63000,7.29804992700,4.43000000,1.94206512,3.320000,786.00
"Kepler-221","Kepler-221 d",5243.00,0.854000,0.821000,-0.40429,0.0616,1.7800,,296.6547477,46.8352242,385.23100000,0.0870000000,0.000000,87.80000,10.04156000000,3.61000000,2.73000000,0.900000,712.00
"Kepler-626","Kepler-626 b",5813.00,1.010000,1.050000,-0.04194,0.0100,5.3700,,288.6986828,39.7082044,635.64300000,0.1091300000,0.000000,86.48000,14.48585199000,5.86000000,2.29000000,2.680000,784.00
"Kepler-1549","Kepler-1549 b",5324.00,0.880000,0.840000,-0.27333,0.0200,4.7900,,286.0524399,39.0960281,803.05200000,0.6687000000,0.000000,89.99000,214.88654500000,7.13000000,2.57000000,2.310000,286.00
"K2-62","K2-62 c",4455.00,0.670000,0.696000,-0.72658,-0.1000,,,334.3645089,-12.1874776,112.46700000,0.1148000000,,89.60532,16.19697000000,4.62000000,1.99000000,3.220000,495.00
"Kepler-1149","Kepler-1149 b",5833.00,1.020000,1.010000,0.16546,0.0200,3.9800,,294.1891824,45.1515263,1217.73000000,0.0473000000,0.000000,81.98000,3.73089898000,2.67000000,1.44000000,4.910000,1128.00
"Kepler-1288","Kepler-1288 b",6132.00,1.200000,1.290000,0.30207,0.1400,2.8800,,285.7135000,41.6058799,814.07800000,0.0413500000,0.000000,87.58000,2.76122421000,1.46000000,1.12000000,5.710000,2017.00
"Kepler-128","Kepler-128 b",6072.00,1.184000,1.659000,0.57542,-0.0300,4.0700,,282.4922622,43.9802442,396.37900000,0.1254500000,0.000000,89.96000,15.00000000000,3.79000000,1.42100000,7.222837,968.00
"Kepler-1245","Kepler-1245 b",5306.00,0.860000,0.830000,-0.41093,-0.0100,4.5700,,290.7443078,43.2607530,805.93600000,0.0484000000,0.000000,85.65000,4.35409304000,2.67000000,1.44000000,4.910000,1043.00
"Kepler-1068","Kepler-1068 b",5806.00,1.010000,1.010000,-0.02521,0.0300,4.1700,,294.6481708,46.3923173,1473.61000000,0.1303800000,0.000000,88.93000,16.92344113000,12.80000000,3.63000000,1.470000,702.00
"Kepler-311","Kepler-311 c",5905.00,0.994000,1.188000,0.19328,-0.0300,1.9500,,282.0612731,47.0854984,778.65400000,0.1450000000,0.000000,88.06000,19.73828600000,2.63000000,1.43000000,4.940000,744.00
"Kepler-150","Kepler-150 e",5560.00,0.956000,0.939000,-0.16141,0.1200,1.7400,,288.2341025,40.5208970,891.09200000,0.1890000000,0.000000,86.76000,30.82655700000,9.91000000,3.12000000,1.790000,544.00
"Kepler-272","Kepler-272 c",5297.00,0.910000,0.929000,0.06634,0.0400,13.1800,,299.1275257,47.5938319,889.60800000,0.0610000000,0.000000,88.98000,6.05734200000,97.80000000,1.79000000,93.700000,947.00
"Kepler-152","Kepler-152 c",5088.00,0.779000,0.724000,-0.46488,-0.1200,2.0000,,286.8653826,41.9889571,441.09000000,0.3560000000,0.000000,89.37000,88.25505500000,6.30000000,2.39000000,2.540000,326.00
"Kepler-1506","Kepler-1506 b",5676.00,0.950000,0.930000,0.42561,-0.0500,3.9800,,290.1498822,41.4645625,2366.02000000,0.1168000000,0.000000,89.85000,14.03291540000,2.30000000,1.32000000,5.500000,783.00
"CoRoT-3","CoRoT-3 b",6740.00,1.370000,1.560000,0.39086,0.1400,2.2000,"F3 V",292.0552827,0.1218359,768.77100000,0.0578300000,0.000000,85.90000,4.25680000000,6883.91000000,11.32000000,26.400000,1695.00
"HD 205739","HD 205739 b",6176.00,1.220000,1.330000,0.36000,0.1900,2.8400,"F7 V",324.5351273,-31.7378373,92.50870000,0.8960000000,0.270000,,279.80000000000,435.41000000,13.60000000,0.951000,
"NGTS-10","NGTS-10 b",4600.00,0.696000,0.697000,-0.75673,-0.0200,10.4000,"K5 V",91.8722801,-25.5948963,324.69865036,0.0143000000,0.000000,,0.76689440000,687.14846000,13.50684500,1.430000,1332.00
"HD 224693","HD 224693 b",5894.00,1.310000,1.930000,0.61000,0.2700,4.1200,"G2 V",359.9749837,-22.4279999,93.50150000,0.1910000000,0.104000,,26.69040000000,222.48100000,14.00000000,0.446000,
"HD 156279","HD 156279 b",5453.00,0.940000,0.950000,-0.14596,0.1400,4.1000,"G6",258.0966686,63.3527828,36.19450000,0.5020000000,0.647000,87.00000,133.40355000000,2997.75753482,12.50000000,8.430000,
"HD 12661","HD 12661 b",5645.00,1.200000,1.200000,0.13270,0.3600,6.3900,"K0",31.1423525,25.4135632,37.84780000,0.8400000000,0.380000,86.00000,262.70862000000,772.32690000,13.30000000,1.800000,
"2MASS J12073346-3932539","2MASS J12073346-3932539 b",2825.00,0.024000,0.218870,-2.56086,,0.0080,"M8",181.8890906,-39.5484399,64.30800000,55.0000000000,,,,1589.15000000,12.90000000,4.070000,1250.00
"HD 16417","HD 16417 b",5841.00,1.200000,1.639984,0.44317,0.0600,7.0000,"G1 V",39.2441029,-34.5790905,25.39360000,0.1400000000,0.200000,,17.24000000000,22.10000000,5.00000000,0.972000,
"HD 19994","HD 19994 b",6188.00,1.365000,1.796470,0.58000,0.2700,2.4000,"F8 V",48.1943193,-1.1963955,22.52420000,1.3050000000,0.063000,,466.20000000000,435.41000000,13.60000000,0.951000,
"HD 156279","HD 156279 c",5453.00,0.940000,0.950000,-0.14596,0.1400,4.1000,"G6",258.0966686,63.3527828,36.19450000,5.4860000000,0.261000,74.69900,4818.25358000000,3098.82696825,12.50000000,8.720000,
"GJ 179","GJ 179 b",3370.00,0.357000,0.380000,-1.79600,0.3000,,"M3.5 V",73.0245495,6.4752347,12.35600000,2.4100000000,0.210000,61.00000,2288.00000000000,301.93698665,13.80000000,0.631000,
"GQ Lup","GQ Lup b",4360.00,0.700000,1.941530,-0.07239,-0.3500,0.0010,"K7e V",237.3003643,-35.6515055,151.16900000,100.0000000000,,,,6356.00000000,33.60000000,0.921000,2650.00
"GJ 832","GJ 832 b",3472.00,0.450000,0.441557,-1.58500,-0.3000,8.1000,"M2/3 V",323.3912616,-49.0125169,4.96435000,3.7000000000,0.050000,51.00000,3853.00000000000,314.65012293,13.80000000,0.658000,
"HD 37605","HD 37605 b",5329.00,0.940000,0.910000,-0.22000,0.2700,5.6500,"K0",85.0074276,6.0595116,46.78640000,0.2770000000,0.674500,,55.01292000000,854.96270000,13.20000000,2.040000,
"HD 33283","HD 33283 b",5935.00,1.380000,1.970000,0.64000,0.3500,3.6300,"G3/G5 V",77.0044889,-26.7976689,89.86230000,0.1508000000,0.399000,,18.19910000000,104.56607000,12.50000000,0.294000,
"HD 9446","HD 9446 b",5793.00,1.000000,1.000000,0.04139,0.0900,,"G5 V",23.3350424,29.2649187,50.35030000,0.1890000000,0.200000,,30.05200000000,222.47200000,14.00000000,0.446000,
"HD 134987","HD 134987 c",5585.00,1.100000,1.250000,0.25527,0.2800,8.4000,"G5 V",228.3675397,-25.3096721,26.18040000,5.8000000000,0.120000,,5000.00000000000,260.00000000,13.90000000,0.532000,
"HD 110014","HD 110014 b",4445.00,2.170000,20.900000,2.30408,0.1900,0.9500,"K2 III",189.8111935,-7.9956702,100.75800000,2.1400000000,0.462000,,835.47700000000,3524.59000000,12.40000000,10.200000,
"HD 79498","HD 79498 b",5748.00,1.080000,1.050000,0.03000,0.1800,2.7100,"G5",138.7885794,23.3748792,48.94890000,2.9800000000,0.575000,,1807.00000000000,425.89220000,13.60000000,0.930000,
"HD 45652","HD 45652 b",5294.00,0.920000,0.940000,-0.20000,0.2600,8.4000,"G8/K0",97.3058709,10.9336212,34.85410000,0.2370000000,0.607000,,44.07300000000,137.62039000,14.30000000,0.259000,
"HIP 79431","HIP 79431 b",3191.00,0.490000,0.478625,-1.54921,0.4000,,"M3 V",243.1742467,-18.8764247,14.53240000,0.3600000000,0.290000,,111.70000000000,667.41500000,13.40000000,1.520000,
"HD 3167","HD 3167 b",5261.00,0.837000,0.880000,-0.27003,0.0400,7.8000,"K0 V",8.7401487,4.3807215,47.28990000,0.0179600000,0.000000,83.40000,0.95964100000,4.97000000,1.67000000,5.600000,1774.00
"GJ 876","GJ 876 b",3293.74,0.320000,0.300000,-1.90658,0.2129,1.0000,"M2.5V",343.3239737,-14.2665958,4.67517000,0.2083170000,0.032400,59.00000,61.11660000000,723.22350000,13.30000000,1.690000,
"HD 114783","HD 114783 c",5135.00,0.900000,0.840622,-0.37250,0.2100,6.0000,"K1 V",198.1818436,-2.2649921,21.06280000,5.0000000000,0.050000,159.00000,4352.00000000000,603.87397330,13.40000000,1.380000,
"HD 47186","HD 47186 c",5657.00,0.960000,1.080000,0.04298,0.2400,6.5000,"G6 V",99.0367212,-27.6234285,37.45740000,2.3950000000,0.249000,,1353.60000000000,111.42000000,13.00000000,0.279000,
"HD 114783","HD 114783 b",5135.00,0.853000,0.840622,-0.37250,0.2100,6.0000,"K0",198.1818436,-2.2649921,21.06280000,1.1600000000,0.144000,110.00000,493.70000000000,349.60000000,13.70000000,0.747000,
"HD 148156","HD 148156 b",6308.00,1.220000,1.210000,0.25042,0.2900,,"G0/2 V",247.0723035,-46.3175085,57.12890000,2.4500000000,0.520000,,1027.00000000000,270.14400000,13.90000000,0.553000,
"HD 12661","HD 12661 c",5748.00,1.020000,1.110000,0.06300,0.3600,6.3900,"K0",31.1423525,25.4135632,37.84780000,2.8145000000,0.031000,136.00000,1708.00000000000,899.45439181,13.20000000,2.150000,
"HIP 14810","HIP 14810 c",5544.00,1.010000,1.070000,-0.01000,0.2400,5.8400,"G5",47.8092750,21.0971302,50.48000000,0.5490000000,0.156600,,147.74700000000,416.35730000,13.60000000,0.910000,
"HIP 14810","HIP 14810 b",5544.00,1.010000,1.070000,-0.01000,0.2400,5.8400,"G5",47.8092750,21.0971302,50.48000000,0.0696000000,0.143990,,6.67389200000,1239.53700000,13.00000000,3.100000,
"GJ 876","GJ 876 d",3293.74,0.320000,0.300000,-1.90658,0.2129,1.0000,"M2.5V",343.3239737,-14.2665958,4.67517000,0.0208066500,0.207000,59.00000,1.93778000000,6.83000000,2.51000000,2.370000,
"GJ 876","GJ 876 e",3293.74,0.320000,0.300000,-1.90658,0.2129,1.0000,"M2.5V",343.3239737,-14.2665958,4.67517000,0.3343000000,0.055000,59.00000,124.26000000000,14.60000000,3.92000000,1.330000,
"gam1 Leo","gam1 Leo b",4330.00,1.230000,31.880000,2.51000,-0.5100,2.4120,"K1 IIIb Fe-0.5",154.9932080,19.8413890,39.88830000,1.1900000000,0.144000,,428.50000000000,2790.43000000,12.50000000,7.850000,
"HD 156411","HD 156411 b",5900.00,1.250000,2.160000,0.73100,-0.1200,4.2800,"F8 IV/V",259.9639522,-48.5502313,56.86550000,1.8800000000,0.220000,,842.20000000000,235.18000000,14.00000000,0.471000,
"HD 8535","HD 8535 b",6136.00,1.130000,1.190000,0.33266,0.0600,,"G0 V",20.9054804,-41.2701007,55.44010000,2.4500000000,0.150000,,1313.00000000000,216.12440000,14.00000000,0.433000,
"HD 37605","HD 37605 c",5329.00,0.940000,0.910000,-0.22000,0.2700,5.6500,"K0",85.0074276,6.0595116,46.78640000,3.7400000000,0.030000,,2720.00000000000,1013.87770000,13.10000000,2.480000,
"HD 1605","HD 1605 c",4915.00,1.330000,3.490000,0.81000,0.2200,4.3600,"K1 IV",5.1317548,30.9750611,88.80470000,3.5840000000,0.099000,,2149.00000000000,1150.54460000,13.00000000,2.880000,
"BD+20 2457","BD+20 2457 b",4137.00,2.800000,49.000000,3.17000,-1.0000,,"K2 II",154.1867820,19.8912626,1539.71000000,1.4500000000,0.150000,,379.63000000000,6807.63000000,12.10000000,21.100000,
"HD 240210","HD 240210 b",4297.00,0.820000,25.456816,1.55000,-0.1800,5.0850,"K3 III",347.6219227,57.0294818,372.40500000,1.1600000000,0.150000,,501.75000000000,1655.82000000,12.80000000,4.340000,
"CoRoT-17","CoRoT-17 b",5740.00,1.040000,1.590000,0.13421,0.0000,10.7000,"G2 V",278.6992360,-6.6122880,1176.12000000,0.0461000000,0.000000,88.34000,3.76810000000,772.29000000,11.43000000,2.820000,1626.00
"HD 132563","HD 132563 b",6289.00,1.231000,1.295770,0.37408,-0.0600,2.3100,"F8",224.5892892,44.0428571,105.15500000,2.6200000000,0.220000,,1544.00000000000,473.54700000,13.60000000,1.030000,
"HD 55696","HD 55696 b",6012.00,1.290000,1.520000,0.43000,0.3700,2.6400,"G0 V",108.0622029,-38.1746390,77.96930000,3.1800000000,0.705000,57.00000,1827.00000000000,1357.12729789,12.90000000,3.470000,
"HD 148164","HD 148164 b",6032.00,1.210000,1.340000,0.33000,0.2400,2.4100,"F8",246.4351678,11.9190729,77.19710000,0.9930000000,0.587000,,328.55000000000,390.93090000,13.70000000,0.835000,
"24 Sex","24 Sex c",5098.00,1.540000,4.900000,1.16400,-0.0300,2.7000,"K0 IV",155.8684866,-0.9023998,72.06910000,2.0800000000,0.290000,,883.00000000000,273.32000000,13.90000000,0.559000,
"HD 22781","HD 22781 b",5027.00,0.750000,0.743475,-0.47556,-0.3700,4.8000,"K1",55.2065581,31.8258855,32.60340000,1.1670000000,0.819100,,528.07000000000,4338.20000000,12.30000000,12.800000,
"HD 68988","HD 68988 b",5932.00,1.280000,1.190000,0.22184,0.3500,6.0000,"G2 V",124.5935429,61.4608518,60.84470000,0.0700000000,0.120000,83.00000,6.27711000000,626.12510000,13.40000000,1.430000,
"HD 148164","HD 148164 c",6032.00,1.210000,1.340000,0.33000,0.2400,2.4100,"F8",246.4351678,11.9190729,77.19710000,6.1500000000,0.125000,,5062.00000000000,1640.00280000,12.80000000,4.300000,
"HD 29985","HD 29985 b",4678.00,0.750000,0.574666,-0.84623,-0.2200,,,70.5216589,-33.9210696,31.27070000,13.3900000000,0.261000,52.65800,20608.14049000000,1739.47487151,12.80000000,4.560000,
"HD 3167","HD 3167 c",5261.00,0.837000,0.880000,-0.27003,0.0400,7.8000,"K0 V",8.7401487,4.3807215,47.28990000,0.1776000000,0.060000,89.30000,29.84540000000,11.13000000,3.00000000,2.110000,564.00
"HD 90156","HD 90156 b",5599.00,0.840000,0.920286,-0.14267,-0.2400,4.4000,"G5V",155.9801144,-29.6451030,21.94960000,0.2500000000,0.310000,,49.77000000000,17.98000000,4.43000000,1.140000,
"HD 45350","HD 45350 b",5566.00,0.980000,1.264420,0.14065,0.2300,8.0000,"G5 V",97.1902262,38.9627315,46.87330000,1.9200000000,0.778000,,963.60000000000,568.89000000,13.50000000,1.270000,
"MOA-2009-BLG-266L","MOA-2009-BLG-266L b",,0.560000,,,,,,267.0081250,-35.0054111,3040.00000000,3.2000000000,,,2800.00000000000,10.40000000,3.21000000,1.730000,
"Kepler-595","Kepler-595 c",5138.50,0.930000,0.821000,-0.34768,0.4060,2.7000,,294.5703593,50.6730147,643.00900000,0.0983000000,0.000000,89.01000,12.38602000000,3.30000000,1.00900000,6.900000,679.00
"Kepler-595","Kepler-595 b",5138.50,0.930000,0.821000,-0.34768,0.4060,2.7000,,294.5703593,50.6730147,643.00900000,0.1582000000,0.000000,89.95000,25.30290920000,17.40000000,3.70800000,1.230000,535.00
"HD 177830","HD 177830 c",4949.00,1.470000,2.620000,0.68502,0.5450,4.4000,"K0",286.3363574,25.9204327,62.76740000,0.5137000000,0.300000,,110.90000000000,47.67250000,7.87000000,0.537000,
"OGLE-TR-111","OGLE-TR-111 b",5040.00,0.820000,0.830000,-0.33862,0.1900,8.8000,"K2 V",163.3241150,-61.4056976,1068.33000000,0.0473000000,0.000000,88.30000,4.01444630000,174.79900000,11.42197100,0.650000,1019.00
"PSR B1257+12","PSR B1257+12 b",,1.400000,,,,3.0000,,195.0149029,12.6823534,600.00000000,0.1900000000,0.000000,50.00000,25.26200000000,0.02000000,0.33800000,2.850000,
"PSR B1257+12","PSR B1257+12 d",,1.400000,,,,3.0000,,195.0149029,12.6823534,600.00000000,0.4600000000,0.026400,47.00000,98.21140000000,3.90000000,1.80000000,3.670000,
"MOA-2007-BLG-192L","MOA-2007-BLG-192L b",,0.060000,,,,,,272.0158250,-27.1500750,1000.00000000,0.6200000000,,,,3.30000000,1.63000000,4.190000,
"CoRoT-18","CoRoT-18 b",5440.00,0.950000,1.000000,-0.17000,-0.1000,0.6000,"G9 V",98.1724172,-0.0316045,764.88900000,0.0295000000,0.080000,86.50000,1.90006930000,1102.82000000,14.68000000,2.200000,1550.00
"Kepler-45","Kepler-45 b",3820.00,0.590000,0.550000,-1.27572,0.2800,0.5000,"M",292.8729292,41.0641727,381.94900000,0.0300000000,0.110000,87.00000,2.45523900000,160.49700000,10.76000000,0.800000,1000.00
"WASP-23","WASP-23 b",5150.00,0.780000,0.765000,-0.37679,-0.0500,6.2000,,101.1275033,-42.7622296,207.49000000,0.0376000000,0.062000,88.39000,2.94442560000,280.95000000,10.78300000,1.170000,1076.55
"HD 107148","HD 107148 b",5797.00,1.120000,1.169193,0.12081,0.3140,5.6000,"G5 V",184.8059773,-3.3199927,49.41560000,0.2690000000,0.050000,,48.05600000000,66.74100000,9.60000000,0.415000,
"SWEEPS-11","SWEEPS-11 b",,1.100000,1.450000,,,,,269.7583333,-29.1981944,8500.00000000,0.0300000000,,,1.79600000000,3082.82000000,12.66600000,8.340000,
"OGLE-TR-211","OGLE-TR-211 b",6325.00,1.330000,1.640000,0.26657,0.1100,2.6000,,160.0598236,-62.4555353,1515.26000000,0.0510000000,0.000000,87.20000,3.67724000000,327.35100000,15.24400000,0.420000,1686.00
"Lupus-TR-3","Lupus-TR-3 b",5000.00,0.870000,0.820000,-1.46393,,,,232.5774696,-42.9799461,773.40900000,0.0464000000,0.000000,88.30000,3.91405000000,257.43100000,9.97600000,1.400000,
"OGLE-2005-BLG-390L","OGLE-2005-BLG-390L b",,0.220000,,,,,,268.5799580,-30.3773056,6600.00000000,2.6000000000,,,3285.00000000000,5.50000000,2.21000000,2.800000,50.00
"HN Peg","HN Peg b",6186.00,1.080000,1.006954,0.06024,-0.0360,0.3000,"G0 V",326.1315705,14.7714524,18.11860000,773.0000000000,,,,6991.57000000,11.77680000,23.500000,
"MOA-2009-BLG-387L","MOA-2009-BLG-387L b",,0.190000,,,,,,268.4616250,-33.9903333,5690.00000000,1.8000000000,,52.00000,1980.00000000000,830.00000000,13.20000000,1.980000,
"GJ 674","GJ 674 b",3600.00,0.350000,0.364630,-1.79600,-0.2800,0.5500,"M2.5",262.1700476,-46.8989826,4.54896000,0.0390000000,0.200000,,4.69380000000,11.09000000,3.33000000,1.650000,
"CoRoT-11","CoRoT-11 b",6440.00,1.270000,1.370000,0.37753,-0.0300,2.0000,"F6 V",280.6872998,5.9376586,655.03700000,0.0436000000,0.000000,83.17000,2.99433000000,740.51000000,16.03000000,0.990000,1657.00
"2MASS J04414489+2301513","2MASS J04414489+2301513 b",2936.00,0.019000,0.231916,-2.44363,,0.0010,"M8.5",70.4371079,23.0308544,120.42398696,15.0000000000,,,,2383.60000000,12.60000000,6.550000,
"GJ 3634","GJ 3634 b",3517.00,0.450000,0.430000,-1.69900,,5.0000,"M2.5",164.6433493,-31.1443383,20.37790000,0.0287000000,0.080000,59.00000,2.64561000000,8.40000000,2.83000000,2.040000,
"CoRoT-13","CoRoT-13 b",5945.00,1.090000,1.010000,0.07314,0.0100,1.6350,"G0 V",102.7211432,-5.0864557,1148.93000000,0.0510000000,0.000000,88.02000,4.03519000000,415.70400000,9.92000000,2.340000,1700.00
"OGLE-TR-10","OGLE-TR-10 b",5950.00,1.140000,1.170000,0.18800,0.2800,3.1000,"G2 V",267.8677483,-29.8764758,1344.97000000,0.0434000000,0.000000,90.00000,3.10127800000,197.04600000,14.01100000,0.400000,1702.00
"HD 27442","HD 27442 b",4846.00,1.230000,3.180000,0.85090,0.4200,10.0000,"K1/2III",64.1205476,-59.3028771,18.27040000,1.2710000000,0.060000,,428.10000000000,495.80000000,13.50000000,1.110000,
"GJ 3021","GJ 3021 b",5540.00,0.900000,0.900000,-0.18000,0.1000,0.3700,"G6 V",4.0634323,-79.8514218,17.55590000,0.4900000000,0.511000,,133.71000000000,1071.04000000,13.10000000,2.620000,350.00
"CoRoT-8","CoRoT-8 b",5080.00,0.880000,0.770000,-0.40000,0.3000,3.0000,"K1 V",291.5885696,1.4262972,322.03700000,0.0630000000,0.000000,88.40000,6.21229000000,69.92000000,6.39000000,1.600000,870.00
"Kepler-18","Kepler-18 c",5345.00,0.972000,1.108000,-0.03100,0.1900,10.0000,,298.0794448,44.7462480,433.04700000,0.0752000000,0.000000,87.68000,7.64159000000,17.30000000,5.49000000,0.590000,899.00
"Kepler-18","Kepler-18 b",5345.00,0.972000,1.108000,-0.03100,0.1900,10.0000,,298.0794448,44.7462480,433.04700000,0.0447000000,0.000000,84.92000,3.50472500000,6.90000000,2.00000000,4.900000,1165.00
"HD 46375","HD 46375 b",5285.00,0.920000,0.914196,-0.24502,0.2400,9.0000,"K1 IV-V",98.3030763,5.4625071,29.55290000,0.0398000000,0.063000,,3.02357300000,71.80000000,10.00000000,0.395000,
"HD 136352","HD 136352 d",5664.00,0.870000,1.058000,0.01620,-0.2400,12.3000,"G4 V",230.4401147,-48.3188174,14.68200000,0.4250000000,0.000000,89.73000,107.24500000000,8.82000000,2.56200000,2.878108,431.00
"HD 221287","HD 221287 b",6304.00,1.250000,1.138640,0.22011,-0.0300,1.3000,"F7 V",352.8362230,-58.2097540,55.92310000,1.2500000000,0.080000,,456.10000000000,982.05000000,13.10000000,2.400000,
"HD 33564","HD 33564 b",6250.00,1.250000,1.436700,0.53504,-0.1200,3.0000,"F6 V",80.6378979,79.2318488,20.95310000,1.1000000000,0.340000,,388.00000000000,2892.10000000,12.50000000,8.140000,
"HD 189733","HD 189733 b",5052.00,0.790000,0.750000,-0.46119,-0.0200,1.4000,"K2 V",300.1821223,22.7097759,19.76380000,0.0312600000,0.000000,85.71000,2.21857567000,359.14790000,12.66617000,0.943000,1209.00
"OGLE2-TR-L9","OGLE2-TR-L9 b",6933.00,1.520000,1.530000,0.51197,-0.0500,1.0000,,166.9798793,-61.1462496,1627.63000000,0.0308000000,,79.80000,2.48553350000,1430.17500000,18.04600000,1.250000,2034.00
"Kepler-4","Kepler-4 b",5857.00,1.223000,1.487000,0.35400,0.1700,4.5000,,285.6154492,50.1357712,487.91600000,0.0456000000,0.000000,89.76000,3.21346000000,24.47200000,4.00200000,1.910000,1650.00
"WASP-38","WASP-38 b",6180.00,1.760000,1.520000,0.45294,-0.0200,3.2900,"F8 V",243.9597194,10.0324103,136.24000000,0.0752200000,0.030000,89.50000,6.87188000000,1093.33520000,13.78707000,2.300000,1250.00
"HAT-P-13","HAT-P-13 c",5653.00,1.320000,1.756000,0.34600,0.4600,5.0000,"G4",129.8823772,47.3519076,246.81000000,1.2580000000,0.661600,,446.27000000000,4538.42100000,12.30000000,13.400000,340.00
"Kepler-18","Kepler-18 d",5345.00,0.972000,1.108000,-0.03100,0.1900,10.0000,,298.0794448,44.7462480,433.04700000,0.1172000000,0.000000,88.07000,14.85888000000,16.40000000,6.98000000,0.270000,720.00
